objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Goldland","3139","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50633566","5.89772","6.62033","2.3768","3806","1496","thing","Goldland","2","5","80","80","60","2002","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","Goldsieber Spiele","German","2002","German edition"
"El Grande","93","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50635443","7.58903","7.76694","2.9373","100","34131","thing","El Grande","2","5","120","120","60","1996","3,4,5","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Hans im Glück; Rio Grande Games","English","1996","English first edition"
"La Granja","146886","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","56015505","7.2358","7.59073","3.5674","272","13291","thing","La Granja","1","4","120","120","90","2014","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Gùgōng","250458","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","58776405","7.02361","7.42103","3.0808","464","12858","thing","Gùgōng","1","5","90","90","60","2018","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Guillotine","116","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50636963","6.39061","6.53997","1.2693","1577","34145","thing","Guillotine","2","5","30","30","30","1998","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Wizards of the Coast","English","1998","Wizards of the Coast English second edition"
"Guns & Steel","176334","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","52144700","5.7375","6.283","2.4048","5517","2319","thing","Guns & Steel","2","4","60","60","45","2015","2,3","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Guns & Steel: A Civilization Card Game","211323","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","52144638","5.61706","6.25669","2.6429","0","1307","thing","Guns & Steel: A Civilization Card Game","2","4","60","60","45","2016","2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Hab & Gut","38863","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50636611","6.37783","7.15035","2.1475","1611","2860","thing","The Rich and the Good","3","5","45","45","45","2008","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","Winning Moves Germany","German","2008","German edition"
"Hamburgum","30381","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50635674","6.41582","7.0441","3.0743","1505","3569","thing","Hamburgum","2","5","75","75","75","2007","2,3,4,5","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Rio Grande Games","English","2007","English edition"
"Hamster Roll","903","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51482254","6.22112","6.84511","1.0719","2110","3105","thing","Hamster Roll","2","4","40","40","30","2000","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Hanabi Pocket","98778","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50634085","6.92301","7.03015","1.6917","583","88487","thing","Hanabi","2","5","25","25","25","2014","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","ABACUSSPIELE","German","2014","German pocket edition 2014"
"Hanamikoji","158600","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","58775933","7.22711","7.45587","1.6777","276","34179","thing","Hanamikoji","2","2","15","15","15","2013","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Die Händler","348","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50635272","5.96261","6.73375","3.0131","3338","2569","thing","Merchants of the Middle Ages","2","4","120","120","120","1999","3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Queen Games","German","1999","Queen German edition"
"Hands","171950","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50638402","5.54959","6.19818","1.25","12991","398","thing","Hands","3","8","20","20","20","2016","4,5,6,7,8","8","10–18","No necessary in-game text","","","","","","standalone","","White Goblin Games","Dutch; English; French; German","2016","Multilingual second edition"
"Hands Up","5014","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51478907","5.57689","5.9727","1.0769","10536","816","thing","Hands Up","2","8","20","20","20","2002","4,5,6,7,8","6","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Hannibal: Rome vs. Carthage","234","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50632881","7.02416","7.77747","3.4541","463","7468","thing","Hannibal: Rome vs. Carthage","2","2","150","150","150","2007","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Valley Games, Inc.","English","2007","Valley English edition"
"Hare & Tortoise","361","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50635375","6.24511","6.62261","1.9223","2011","7769","thing","Hare & Tortoise","2","6","45","45","45","2000","3,4,5,6","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Rio Grande Games","English","2000","Rio Grande English edition 2000"
"Haspelknecht: The Story of Early Coal Mining","169794","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480445","6.29864","7.20711","3.0952","1830","3392","thing","Haspelknecht: The Story of Early Coal Mining","2","4","90","90","60","2015","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Havana","57925","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50632748","6.2813","6.83529","2.21","1886","4405","thing","La Habana","2","4","45","45","30","2009","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","eggertspiele; Rio Grande Games","English","2009","English edition"
"Le Havre: The Inland Port","129051","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51481515","6.30881","6.79653","2.5029","1802","5808","thing","Le Havre: The Inland Port","2","2","30","30","30","2012","2","2","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Hawaii","106217","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51479064","6.5576","7.10084","2.9023","1161","4819","thing","Hawaii","2","5","60","60","60","2011","2,3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Hazienda","19100","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50636557","6.40659","6.91486","2.6302","1533","4319","thing","Hacienda","2","5","90","90","60","2005","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","Hans im Glück","German","2005","German first edition"
"Hera and Zeus","638","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51481623","6.07197","6.48685","2.0479","2741","5575","thing","Hera and Zeus","2","2","30","30","30","2000","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Hero Realms","198994","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","51659751","7.20134","7.49952","1.8448","298","33731","thing","Hero Realms","2","4","20","20","20","2016","2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Hey Waiter!","67309","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480152","5.58537","6.23164","1.3929","10006","412","thing","Hey Waiter!","2","4","30","30","30","2010","3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Hick Hack in Gackelwack","2569","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50638305","6.09261","6.59332","1.1956","2643","3945","thing","Pick Picknic","2","6","20","20","20","2001","3,4,5,6","5,6","6+","No necessary in-game text","","","","","","standalone","","Zoch Verlag","English; French; German","2001","Zoch Verlag German edition"
"High Society","220","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51479320","6.96425","7.19231","1.4778","535","23728","thing","High Society","3","5","30","30","15","1995","3,4,5","4,5","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Himalaya","3800","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480253","6.23565","6.99302","2.569","2049","2319","thing","Himalaya","3","4","60","60","60","2004","4","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Hive","2655","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50634075","7.16884","7.31705","2.3143","326","56492","thing","Hive","2","2","20","20","20","2001","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Hive Pocket","154597","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50638354","7.34058","7.69042","2.22","0","34909","thing","Hive Pocket","2","2","20","20","20","2010","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Die holde Isolde","181327","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","58776142","5.70141","6.68285","1.7619","0","738","thing","Die holde Isolde","2","5","30","30","30","2015","2,3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Holmes: Sherlock & Mycroft","174078","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","51816102","6.2003","6.77288","1.8295","2188","5690","thing","Holmes: Sherlock & Mycroft","2","2","30","30","20","2015","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Honshū","207336","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","58798472","6.45283","6.88532","1.9307","1412","8597","thing","Honshū","2","5","30","30","30","2016","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Hoot Owl Hoot!","94483","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51481891","5.70453","6.39658","1.05","6076","2136","thing","Hoot Owl Hoot!","2","4","15","15","15","2010","2,3,4","2,3","3–8","No necessary in-game text","","","","","","standalone","","","","",""
"I'm the Boss!","115","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51481660","6.28833","6.77285","1.9625","1860","4700","thing","I'm the Boss!","3","6","60","60","60","1994","4,5,6","6","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Igel Ärgern","95","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50637382","5.78673","6.39861","1.3721","4855","1231","thing","Igel Ärgern","2","6","30","30","30","1997","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","Doris & Frank","German","1997","German edition"
"Illegal","151369","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51478578","5.52739","6.07449","1.2","16889","406","thing","Illegal","5","9","25","25","25","2014","7,9","7","18+","No necessary in-game text","","","","","","standalone","","","","",""
"Imperial","24181","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50635684","7.12986","7.59288","3.5598","359","8019","thing","Imperial","2","6","180","180","120","2010","3,4,5,6","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","PD-Verlag","English; German","2010","PD-Verlag edition 2010"
"Imperial Settlers","154203","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","55739686","7.10321","7.29465","2.7721","384","34091","thing","Imperial Settlers","1","4","90","90","45","2014","1,2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Um império em 8-minutos","131366","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50632298","6.31568","6.54525","1.6267","1784","10771","thing","Eight-Minute Empire","2","5","20","20","8","2014","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","Devir","Portuguese","2014","Portuguese edition"
"In the Year of the Dragon","31594","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51479184","7.00352","7.29365","3.0771","481","11529","thing","In the Year of the Dragon","2","5","100","100","75","2007","2,3,4,5","4,5","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Industria","8124","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480174","5.89183","6.4124","2.6762","3849","2443","thing","Industria","3","4","60","60","60","2003","3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Ingenious","9674","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480918","6.89172","7.09823","1.9053","621","23232","thing","Ingenious","1","4","45","45","30","2004","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Ingenious: Travel Edition","22484","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51478882","6.25401","7.09317","1.8545","1971","3046","thing","Ingenious: Travel Edition","2","2","30","30","30","2006","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
